ID,User,ASIN,Rating
23163,A375MIKEZZ8KAH,0989450201,4
71916,A3SIR4LIPNGU8,1492192112,5
11895,A15MDKL27F12DF,0615789684,4
107666,AXFYKGIZ2DHQ0,B00KGREQZW,5
66218,A1KH60QVXDJ7UD,149043013X,5
108507,A2DUV23YKMRV0Z,B00LDD8NDO,5
98508,A2H5U8EDKQEFXZ,B00DRL96CC,5
59430,A2KROI4ILOO4JY,1484021959,4
78298,A1HWO7RDDIVFLA,1493768824,5
40056,A255TOW74IKRE,1476744130,5
21308,A1A5BGJHPQUED8,0989210987,5
12468,AZW65YZZ4PD3S,0615803873,5
97351,A3EJDCT3TAEC2,B00CRFHJAA,3
54793,A2ELJYCKB7WTXW,148231312X,5
32475,A1AJFCC2P4J0WF,1455578363,5
93079,A1H91CXX9TWOD9,1941098010,4
48203,AQ47K9JLG8XVA,1479359084,5
19708,A3H1YPKLPLWALL,0988715880,3
64019,A3KN8RX7ZZ1ULZ,1489555293,4
107933,A38KPXZZ1AXYKR,B00KOSOX2O,5
37272,A13MGOHY9LV11G,147672721X,4
18470,AA5WGF8UQU9YX,0988489112,5
21929,A324QY39RJ9A4T,0989281000,5
78378,A1FCQLP8ESWLDM,1493768824,5
32127,A3EXXVKCYGBHI7,1455578312,4
81238,A2REPZEUJP88WB,1494957612,4
71707,A1WYEX9X04EIDA,1492164429,5
4942,AG257VFYTOZ0Y,0425263916,5
40102,AROM93VDAPJEX,1476744904,3
31912,A14P4UH613ZFQZ,1455578312,4
98075,A2KE2O5C2XMXGE,B00DG8ZYA4,5
7904,A3FQWDNO97VUGG,0451419707,5
52428,A387F7NOAY4ERC,1481406701,5
40376,A16J4TIFN444W4,1476746532,5
33152,ACY20CMVD4A86,1455599204,3
93256,AH500ATUBQT8K,1941098053,4
83625,A3FOL8CN5A1TFR,149600938X,5
95686,A2J36T6J3GWT6O,B00BHLGZJ6,5
65014,A3ES0XIED7769J,149033274X,4
20086,A17Y1M3GQZ5OL0,0988812517,5
77521,A21HD9GWN5OHDZ,1493632876,5
74064,A4Q9DA4D9HB8M,1492764167,5
22520,A2MEPKPH52WN16,0989373827,5
12051,A2PCNSPPCX8PW9,061579615X,5
53589,A3PSJMCN64D07I,1481955306,4
8363,A2ZFNTQNMXA3AT,0451466683,4
53557,AASBXWIU1N3O4,1481955306,5
100606,ALCC6SWW4WCXR,B00FIL334Q,5
15053,A2DWBCW3PCK3G6,0751552615,4
87108,A3DOR3H2B6AHFD,1500260290,5
60477,ALSEGBN10S06D,1484120906,5
43797,A1KYXC0UYAK9UC,1476764468,5
50623,A2PMOXCUSGGMX6,1480536466,4
33642,AEAFST0PI00MZ,1455599271,4
45756,A28X9XC8WGIQBP,1477805028,5
17111,A2IP8CT8CHOVPB,0985817089,4
67021,ACJSEMUKOMAX1,1490506853,5
27657,A18O583BFX2LJR,125005236X,4
40800,A2HJFCZ5YBYEXV,1476753164,5
20700,ASMF7OU99H1RI,0989104427,5
81704,A3BMLG97SSIKN3,1495300978,3
92677,AMQHFEOYV23LR,1940832004,5
94689,A1JKGTL51HHTU1,B00AKH5X4G,4
93588,A3LXRIY0HE71K,B004S81POK,5
31375,A2KZ6WK0HWB2TD,1455574856,5
55264,A1T7080QEOA6E1,1482333139,3
99844,A3TMD3W16REBOQ,B00ERKTG40,3
24111,ALUZ0GKPMOOBR,0989450252,5
75654,A3CAFN8PPSXATB,1492888095,5
53994,A37J1XCFNH6FM4,1481976303,5
54181,A3U6GWZ7W4DALY,1481988867,5
6977,ALSEGBN10S06D,042526985X,5
75059,A1PYPC0SGTL8PV,1492809438,5
22536,ACJSEMUKOMAX1,0989373827,5
18635,A2414AAH5K0H10,0988489171,5
26130,AW4NFCPN81CS3,0991379632,4
103123,A2XZ3OQ1S7IABI,B00HCMZZQ8,5
24664,AYGWQJ0OU9471,0989668401,5
102239,A64NGKLPWCG32,B00GSWF888,2
89908,A2J7UWRODZ06S9,1936413272,5
62514,ADGLADSOHAQMJ,1484924886,3
84569,A1NZYTIOK8YNXR,149617707X,4
99188,AQ4YL3WWSNW35,B00EA45DUO,5
70607,AZHZZONN1SO6P,1491274204,5
34571,A3IYX79XDKAZA8,1468161660,5
78439,A1X5V3LU8TC8QU,1493788868,4
35134,A2STVQLJOKQZXC,1469982994,5
14283,A3834KXXYI8AEH,061589285X,5
45146,A5UE8B9Q18NY1,1477473971,5
28435,AGVODQN1JU0MM,1402271514,3
6652,A18G6STRQVG0RR,0425269841,5
56088,A1BC1EZ5SWCF6B,1482628961,5
67525,A1LST4I72EIH9P,1490568530,5
36581,A2VBGRDL6YPVYY,1476712980,5
6348,A2NNF7S07OQ6G9,0425267083,4
38699,A20CJS1U3Q5PZA,1476735603,5
57296,A1HTJ9URX28SY4,148276895X,5
97714,AXM5ZEK9I7CWL,B00D5YWZFQ,5
31362,A9RHK12AEIJNG,1455574856,5
21894,A1NMUPG3KMWRZM,0989269868,5
83342,A2A96H9YA1LG7G,1495960234,4
71390,ARD4M7RUCM9UT,1492121169,4
7734,A1KH60QVXDJ7UD,0451419707,5
33108,A6EAXALXUOFHY,1455599204,5
64062,A1098Z3D7ENJ2F,1489555293,5
64701,A1RD05YFMWKM4Y,149031802X,4
75915,A271QP4TM8CLKE,1492908495,3
34107,A9M473JZX8J96,146109111X,5
77252,AASTU15DMDYH3,1493626655,5
107403,A11DGICZ5FHOSY,B00KF0URBM,5
47485,A17OPJ5GTBJVO6,1478132744,5
21406,A1OBQ5I31GW1TG,0989246531,5
44940,A1O79BLZSTP53I,1476783284,5
106433,A1KMD8HMYP57O0,B00JIWJ78C,4
62794,A1AHCX8ONTKNSG,1484968042,3
60664,A19UT0OPQCDR8,1484148037,5
88216,A3C08VYHPRD8Z6,1622660005,3
68677,A3HS3KYR9D08MW,1490974377,5
99281,A3B143RS9OTU6F,B00EB9Z902,5
45662,AQ7Y5AGYKIV8V,1477805028,5
22062,AB5F6705JT7US,0989339211,5
55854,AZD74VERJY2LP,1482594129,4
46882,APMZD1GIOHWZP,1477817182,5
32263,A1WYEX9X04EIDA,1455578347,5
91700,A1GSAWTS30BV4W,1939786096,5
46704,A2ZBOGVULTN8AC,1477817158,4
89707,A3FCTCNWUEPO5P,1936305941,2
18742,AH500ATUBQT8K,0988489171,3
101251,A3MSI4YLWOJNM4,B00G0ZMWOG,5
7408,A2N58DQ4IL5SHP,0425272354,5
8353,A1ZDXZB7BL55ET,0451466683,4
86419,A2G4DNTPE8N6U2,1499324855,5
16771,AKH906R0Z1PPS,0985059168,4
86296,AZRPAHQG1VHR0,1499291019,4
105673,A2HWCU87BKZ8M0,B00J1SP9FI,5
43374,A3KACOBAUCCLZ2,1476763526,5
18429,A3KCWBZLTGI9NK,0988489112,5
90207,A3IPNF64L8R3RJ,193815018X,5
22002,AE12HJWB5ODOD,0989283410,5
41325,A1MXWIY7A5V3CZ,1476755590,5
39689,A1FTUSCR1AW2L,147674355X,4
67869,A3FS37D3BX9YAS,1490916636,4
80199,A179ZGXWA4RW3Q,1494724693,3
106550,A2RQEIYIOV3QXD,B00JOPR0ZK,5
3774,AXMNLUJHA9RG7,0345546628,5
97696,A1BRKE278NSCZ,B00D5YWZFQ,5
6495,A2WRLYVFFMHKZE,0425267814,5
64687,AO74N9DWE1X0J,149031802X,5
70499,A2ZE23JR2H2PJ7,1491269650,4
38919,AOENSJXMTGVY9,1476741182,5
33223,A23J78B7BE6HQE,1455599220,4
4348,A38KPXZZ1AXYKR,0373778287,2
7785,A1APHMJOQ5TUOE,0451419707,5
16259,A91PQ6ZVU77CS,098488789X,5
5325,A3DQ26A7J8IA6A,0425263924,5
25646,A31AKBXFLB61G1,0991309618,5
68421,A2T5K3HIGHJYE8,1490962050,4
67411,A31URM7SS8IR2Y,1490559175,4
5762,AX0W0OZJYG81G,0425266745,5
107038,A10PXQY535XY39,B00K9V2OPE,5
54981,A1KUIYBQ6EYUTS,1482319055,5
67695,A1P8GPJ2Q3BZTY,1490596801,5
2591,A1B9WI8TVGG0O,0062304828,5
89531,A3EUQRF7ZHCVFV,1936305062,5
7556,A20KUTYLL94OGJ,0451218043,5
100320,A1HAX9F7HY0D5V,B00FG2LWWM,5
12419,A28Y3AFPCK9IF,0615803873,5
23406,A34AQ61OIPR72L,0989450201,5
6986,A2CM8FV0PZDQQ6,042526985X,5
71584,A251SVMBQO95IE,1492121169,5
14200,A11WV1ZQIXV812,0615887767,4
27875,A2NNF7S07OQ6G9,1250058236,5
7611,A2STVQLJOKQZXC,0451239350,5
16030,ANUHO1LXUMFR9,0983706352,5
74891,A2EVRQFL4MYQQA,1492805831,5
72457,A142FJF6Z56NYP,1492301205,5
60531,A2WZ45V5LZFYXQ,1484125460,5
73186,A64NGKLPWCG32,149236522X,3
39005,A1TUBKEWD01LLS,1476741182,4
89659,A1JKGTL51HHTU1,1936305380,4
98840,A2OBZW6JIRROX6,B00DY8HASU,4
61279,ASIR2AXLUQJJW,1484817095,2
37963,A1F634070UB54P,1476731535,5
52523,AM4XZBQH36O2M,1481802224,3
66103,A1874P43JYYTJT,1490425071,4
62598,A1J2HFAH8EXK50,1484931963,3
31445,A1ZX4RV2WOVXET,1455574880,5
49742,A30TZBEYTQK723,1480213985,5
75859,A3361XGKYF17S3,1492904260,5
52723,A1IVBVMEUCSD5A,148188669X,3
51168,A1PNUOUUJ6AGUJ,1481042440,4
60760,A13KP9R4K5RZES,1484148037,4
41246,A367AP57HPTG9S,1476755590,5
36158,A3TJL4C5ZOCDH4,1475181221,5
28086,A2HJDS7477EX53,1402244428,5
99149,A2D4M9OJN8TGVG,B00E9MCRLA,2
87050,AY2H0D186RONX,1500196169,5
90314,A39B4H20EJ9PMT,1938404017,4
62105,A1D427FYPTSWR0,1484890450,4
70506,AIYLXC2Y5I8ER,1491269650,5
77884,A1NT7YCWP98Q9T,1493671898,5
22538,AM4XZBQH36O2M,0989373827,5
14116,A21TDEYVIR1OBZ,0615887767,5
55244,A15EI56DL57DZC,1482332574,5
47461,A14ZYLW0816G0P,1478132744,5
35739,A2WGU7BKX6PEJP,1471133524,3
73423,A203QQMJRIN721,1492375675,5
36972,AIYLXC2Y5I8ER,1476718202,5
105329,A2ZH4J33QCJU3X,B00IODNJRG,5
742,A45VBMWFTE3Z9,0062267906,4
48939,A3KM84RAZA7XXC,148008591X,2
28896,A14P4UH613ZFQZ,144235948X,5
76899,A2WGU7BKX6PEJP,1493511459,4
80132,A1LGEZKBNXPUW9,1494724693,4
13711,A3JER6MDJFGBHG,0615859763,5
46748,AC1E4QBYUSXGY,1477817158,5
17902,A2XUCU5EPOXJGI,0988273683,5
98007,A2XUCU5EPOXJGI,B00DG8ZYA4,5
28665,A1P79IPPWVL81T,1419970291,5
10973,ARF0RFXFAQWMR,0615752179,5
60377,A3JI9XYTFEJLZS,1484118782,5
59248,A1HWRJWHIOU2HF,1484013387,4
46274,A2CX4CBD0XVJBC,1477808663,2
25797,A1I5LTLTT2EZYN,0991309693,5
64503,A3EJDCT3TAEC2,1489591095,4
37500,A1SFJ0BX9DXMCI,1476730091,5
81871,A31JOZ8NGNIL53,1495307352,5
102335,A1PH5F2600WN2,B00GVZZQ2A,5
11222,A2W9RQVERBPGO6,061576567X,5
67871,A2ZP6ZIEQH9TQY,1490916636,5
60587,A2Q8UD0KVSQC3G,1484125460,4
12037,A3DVTU6BUBAC6,061579615X,4
39803,AM9W61ZE696PD,1476744084,5
103018,A32G8BGJSIQ86Q,B00H9JGL08,3
104603,AZRPAHQG1VHR0,B00I2CPY4U,3
72378,AWXMFZ1J6FEUQ,1492293296,4
43305,A3EJDCT3TAEC2,1476761779,5
26513,A10G4B3KCHZ89S,0991686004,5
26064,A325YEZFZEF3HM,0991379632,5
40199,A1FMRKT75776KP,1476746532,5
84152,AOG7QX0DY05Q6,1496129628,5
39217,A1KSQX7IGC6D1H,1476741255,5
5608,A31VVIXC2P84GG,0425266516,4
31941,A1UFX0L7O14UF6,1455578312,4
982,A3GWNPY123NLLE,0062273264,5
71871,AQJL6AFEFQPX3,1492186775,5
88829,A32FKNGECINXT,1630350087,5
27304,A2ZU73E6RDADJV,1250050367,5
42308,AOMA51YP1JQZ5,1476756503,5
2330,A179Q0SO6QMZ97,0062302418,5
89528,AM4XZBQH36O2M,1936305062,5
24743,ADGLADSOHAQMJ,0989713482,2
76850,A1VOV2KWOAVLAA,1493511459,5
59807,A37J1XCFNH6FM4,1484053699,4
30254,A2EWV79XJ1B45H,1452663874,3
78998,AOD0KRO374ZG6,1494282011,5
99660,A20XM6F911RIDE,B00EHMG34E,5
43762,A38V2MNRQL36V7,1476764468,5
33708,A2Z23DMX2A8TS5,1456527738,4
54581,A3NNQL8PGWP33S,1482084007,4
42687,ASLZZ152AHHU3,1476756546,5
41089,A22CCH01TJOC2,1476755094,5
67686,A39B4H20EJ9PMT,1490596801,3
36971,AC1E4QBYUSXGY,1476718202,5
76859,A2RKBKVSL9XJER,1493511459,4
101649,A31XT9M2AQ772Z,B00GEEB15Y,5
59608,A2PWCLHSY97X3Q,1484038487,4
98494,A2Q09451OXF9GO,B00DRL96CC,4
5107,AI05AOTRHK3RA,0425263924,5
107735,A1PH0SIPRL5J5Z,B00KK1GLWA,3
1458,A3BMLG97SSIKN3,0062294776,5
56541,A3D4Z4MKKR3LZD,1482658143,5
29139,ANAY7Y1XQYM8C,144235948X,5
92818,A3DQ26A7J8IA6A,1940883121,5
91921,A83SKVJNOT7B3,1939786134,4
86566,A29M69HGLQSG8Z,149958492X,5
579,AEUQJAEY6HA8F,0062267744,5
85196,AHJU8BR255NQL,1497455049,5
78974,A3D4Z4MKKR3LZD,1494282011,5
26417,A3NDST1X8JVAP7,0991587200,2
40528,A1FCQLP8ESWLDM,1476751404,5
101344,A2MHRBM9MKRNTN,B00G6N3IA4,5
27440,A28101TY5L964L,125005236X,3
63668,AEOJA3LFIRVV2,1489521534,5
7924,A85LSXS3F2GYC,0451419707,5
79557,A16W8YQN1YFMN2,1494407752,5
47112,AE4H1E8A90ZHT,1477817506,5
61800,A3H1YPKLPLWALL,1484861280,5
96730,A64VNUAXNX8VO,B00CCVVKMW,4
88619,A2ISJ6GF6EGDAT,1628780096,5
70138,A1FOA6ZJTM31O3,1491208295,5
22885,A2X7Q6WAYYSRHL,0989416410,3
63382,A1WZ6KEPMXI5BK,1489516948,4
8913,A2H5U8EDKQEFXZ,0451468279,5
32623,A3BMLG97SSIKN3,1455578363,5
13852,AO4DN3UD2KW6T,0615860826,5
94434,A7R4EAQ4KHLIY,B009TU9M06,4
48521,A33OHMIDTB3M5S,1479390046,4
203,A2KZ6WK0HWB2TD,0062267175,5
101895,A2PMOXCUSGGMX6,B00GL6FUMU,3
80068,A3W3XC01BFJJMR,1494722631,5
84369,A2CM8FV0PZDQQ6,1496145437,5
62693,AC83FKLJZUND7,1484967836,4
100905,A3J45CY6EV3944,B00FKERXXS,5
60507,A33QP4JVGFYQTW,1484125460,5
64390,AQGUOLZBA6M7V,1489591095,5
93654,A10DX94ATZQEFG,B004Z1GHG6,4
91516,A2OS2JHUJ9B7E3,1939786002,5
78670,A37JZ97K3LC5M7,149421590X,5
88357,A2TNY4OUWVTJ0F,1622668030,5
58823,A2ZBOGVULTN8AC,1483966763,3
17396,A2TFGYCEVHXU6W,0985872586,4
100364,A1F3UZSHITMWCN,B00FGFY86G,4
103589,A4Q9DA4D9HB8M,B00HH1JVCI,5
21531,A14Y5Q10XE2ZYJ,0989247910,5
17002,A3JCJ0PRFLNHYP,0985817003,5
2428,A270A3KNSPSJJJ,0062302426,5
26588,A2K9ZZAN2B3HZM,0991686004,5
5133,AP0KSSBMZPT47,0425263924,5
3882,A2YOFCOEKH3KB,0345803493,5
37494,A1L78CAG023RKF,1476730091,4
93195,A1GG7IGPDV99SL,1941098037,5
19029,A3ICUUX4C7YWI9,0988695103,5
69046,AVGYENZU56KBR,1491006919,3
56719,A9FCO8RDJVABW,1482680858,2
51403,A1WFUW5QHD2APM,1481058134,4
14247,A1KH60QVXDJ7UD,061589285X,5
42792,A35IBI1JC1NGQ5,1476759006,3
78234,AGCQUDUCJRV0B,1493763121,4
72878,A3SIVFP9QZKAQH,1492343846,5
58225,A3IQ5HVRNPSB0X,1483920607,4
64772,A2CZXWZAL7R7IH,149031802X,5
26960,A2TGLLUT78OR9S,0991841174,3
90029,A266XEZ6V821VY,1936413310,5
70995,A1QJ17BR5K3C8K,1492103748,5
8926,AITNNU2IOBA3Y,0451468287,4
108285,A3A5LVNWH8P0XW,B00L9HIR4E,4
66373,A2HJEWVXZZHU4E,149043013X,5
105387,AEH3WS6O1QR7Z,B00IP8459G,2
34775,A3FQWDNO97VUGG,1468187953,5
92910,AM9BSAAQVOWCL,1940883172,5
98286,A1RM1BXXU6KJPM,B00DJB6KE2,4
95682,A1W5758V90WQKZ,B00BHLGZJ6,5
62301,A3F6FOK4T9TYH2,1484920066,4
21169,A3KFTHKGVC63SL,0989138607,5
12235,A2MI5ZSQ6IV07M,0615796982,4
360,AUBZYFC3DTMZC,006226768X,4
76272,A26V32DTR5JEO9,1492955949,5
57789,A2QOWJV60MSW6X,148390329X,4
59089,A39B4H20EJ9PMT,148398527X,5
51468,A12M68JPTCF51L,1481058134,5
55760,A1FOA6ZJTM31O3,1482529858,4
16711,A1K4S4MWXI9E9M,0985059141,5
11345,A3DFRUDDNUDKXK,0615766412,4
29367,A185DSX2TJYOEQ,1442485280,4
26876,A1EREL55X7JD56,0991841131,4
60832,AEHS40NSAAK7L,1484185064,4
88508,A1ULRFNOXE2I08,162878007X,3
105589,A1E2T8OSEMVN3H,B00J0KYFSO,5
99155,A39HYJEQWIQGHG,B00E9MCRLA,5
87532,A7QN3YS1SUO7G,1619215020,5
52252,A2103X7H4V415L,1481268503,5
49326,AXRI0U9CTVCL7,1480125717,3
25896,A1BC1EZ5SWCF6B,0991379616,4
42159,A12ZO1K8ZVRBR5,1476756503,4
89184,A2JTP5MGUQH33D,1630350192,4
62522,A18W9RNU9SG51Q,1484931963,5
25118,A143IV9N6HPKKB,0989780716,4
77756,AXJBI207PYUTX,1493649779,5
90822,A38771RZV7EIMI,1938623533,5
14738,A35CARHL3JXUJ0,0692208879,3
46228,A3TGY3ANGBNK7C,1477808663,5
6283,A14E7UOXFGLIJN,0425267083,5
68585,A3QU0T2MAJ2VJM,1490974377,5
15983,A2OBZW6JIRROX6,0983593167,5
758,A33JTEMYGCO69V,0062267906,4
12132,A2ZJNCM6CKD875,061579615X,5
50068,AZJE74PQIGKOD,148023365X,5
96602,A23VKINWRY6J92,B00CCRTFSC,4
39563,A1MIU6GSW4TSAQ,147674355X,5
43851,A1ENV91MFAEVA3,1476764468,5
50951,A3QWKECMPY3BIK,1480568503,4
78905,ABVXY3D3CCY1Q,1494282011,5
